,id,sentence,subject_entity,object_entity,relation
135,483,"2011년 6월 26일, AroundTheRings.com에 따르면 리우데자네이루 올림픽 조직 위원회 최고 운영 책임자인 호데를레이 지네랄리(Roderlei Generali)가 부임한지 일년만에 사퇴했다.","{'word': '호데를레이 지네랄리', 'start_idx': 68, 'end_idx': 78, 'type': 'PER'}","{'word': '리우데자네이루 올림픽 조직 위원회', 'start_idx': 38, 'end_idx': 56, 'type': 'ORG'}",인물:소속
136,394,"1984년 로스앤젤레스 올림픽에서 루이스는 제시 오언스가 1936년 베를린 올림픽에서 우승했던 종목들 - 100m, 200m, 400m 릴레이, 멀리뛰기를 되풀이하여 4관왕이 되었다.","{'word': '루이스', 'start_idx': 19, 'end_idx': 22, 'type': 'PER'}","{'word': '멀리뛰기', 'start_idx': 81, 'end_idx': 85, 'type': 'SPT'}",인물:참가
137,1087,"2008년 10월 2일에 IOC가 IOC상임이사회를 열고 2012년 동계 청소년 올림픽의 최종후보지로 네도시를 선정했다고 발표했다. 네 도시는 중국의 하얼빈, 오스트리아의 인스부르크, 핀란드의 쿠오피오, 노르웨이의 릴레함메르였다.","{'word': '2012년 동계 청소년 올림픽', 'start_idx': 35, 'end_idx': 51, 'type': 'EVT'}","{'word': 'IOC상임이사회', 'start_idx': 22, 'end_idx': 30, 'type': 'EVT'}",관계_없음
138,769,"2008년 10월 2일에 IOC가 IOC상임이사회를 열고 2012년 동계 청소년 올림픽의 최종후보지로 네도시를 선정했다고 발표했다. 네 도시는 중국의 하얼빈, 오스트리아의 인스부르크, 핀란드의 쿠오피오, 노르웨이의 릴레함메르였다.","{'word': 'IOC상임이사회', 'start_idx': 19, 'end_idx': 27, 'type': 'EVT'}","{'word': '2008년 10월 2일', 'start_idx': 0, 'end_idx': 12, 'type': 'DAT'}",행사:일시
139,94,그리스 관중들은 매력이 넘쳤던 스코틀랜드 출신의 엘리엇에게 찬사를 보냈다.,"{'word': '엘리엇', 'start_idx': 27, 'end_idx': 30, 'type': 'PER'}","{'word': '스코틀랜드', 'start_idx': 17, 'end_idx': 22, 'type': 'ORG'}",인물:소속
140,813,"가토는 대학 재학 중에 1968년 멕시코시티 올림픽에 처음 참가하여 당시 국제 체조를 지배하던 일본 팀의 멤버로서 출전하였다. 추가로 그는 마루 운동을 우승하고, 링 종목에서 3위를 하였다. 4년 후, 뮌헨 올림픽에서 단체 종목 우승을 되풀이하였다. 단체 타이틀을 쉽게 유지한 일본 팀의 지배력을 나타낸 2명의 동료 선수들에 의하여 수행되었으며, 또 하나의 금메달(평행봉)과 2개의 은메달(안마와 철봉)을 추가하였다.","{'word': '가토', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '일본 팀', 'start_idx': 53, 'end_idx': 57, 'type': 'ORG'}",인물:소속
141,523,이 재임기간은 역대 두 번째 IOC 위원장 장기 역임이었으며 사마란치는 퇴임 후에도 IOC 종신 명예위원장으로 추대돼 계속 IOC 회의에 참석해 왔다.,"{'word': '사마란치', 'start_idx': 34, 'end_idx': 38, 'type': 'PER'}","{'word': 'IOC 회의', 'start_idx': 69, 'end_idx': 75, 'type': 'EVT'}",인물:참가
142,1010,매클루어가 어렵게 상연하여 서툴게 하는 원인이 되고 말아 미국 팀이 2위에 그치고 말았다. 오늘날 쓰쿠바 대학의 교수로 있다.,"{'word': '매클루어', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '미국 팀', 'start_idx': 32, 'end_idx': 36, 'type': 'ORG'}",인물:소속
143,651,1964년 도쿄 올림픽개인 종합전에서 아직도 전직 세계 선수권 우승 선수로 알려진 라티니나가 차슬라프스카에게 패하고 말았다.,"{'word': '차슬라프스카', 'start_idx': 52, 'end_idx': 58, 'type': 'PER'}","{'word': '라티니나', 'start_idx': 46, 'end_idx': 50, 'type': 'PER'}",관계_없음
144,742,1976년 하계 올림픽은 1976년 7월 17일부터 8월 1일까지 캐나다 퀘벡주 몬트리올에서 개최된 제21회 하계 올림픽이다.,"{'word': '제21회 하계 올림픽', 'start_idx': 56, 'end_idx': 67, 'type': 'EVT'}","{'word': '1976년 7월 17일부터 8월 1일까지', 'start_idx': 14, 'end_idx': 36, 'type': 'DAT'}",행사:일시
145,932,"2002년 동계 올림픽에서 그는 가장 주목받는 선수였으며, 이 대회 남자부에 걸린 4개의 금메달을 모두 휩쓸어 바이애슬론 선수로는 처음으로 한 올림픽 대회에서 4개의 금메달을 딴 선수가 되었다. 이 사이 세계 선수권과 월드컵에서도 여러 차례 우승하였다.","{'word': '2002년 동계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '세계 선수권', 'start_idx': 114, 'end_idx': 120, 'type': 'EVT'}",관계_없음
146,8,"올림픽을 개최한 런던은 1908년, 1948년 대회에 이어서, 근대 올림픽 역사상 최초로 세 번이나 올림픽을 치른 도시가 되었다.(아테네가 1896년, 1906년, 2004년, 총 세 번 대회를 개최했으나 1906년에 열린 대회는 정식 대회가 아닌 올림픽 10주년 기념 대회이므로 제외했다.) 이번 올림픽의 중심 테마는 친환경적인 올림픽이었다.","{'word': '1948년 대회', 'start_idx': 20, 'end_idx': 28, 'type': 'EVT'}","{'word': '런던', 'start_idx': 9, 'end_idx': 11, 'type': 'LOC'}",행사:장소
147,296,"크로아티아, 슬로베니아, 보스니아 헤르체고비나, 나미비아가 처음으로 하계 올림픽에 참가했다.","{'word': '크로아티아', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '슬로베니아', 'start_idx': 7, 'end_idx': 12, 'type': 'ORG'}",관계_없음
148,265,옌센은 양손 경기를 하던 중에 경미한 부상을 입었으며 엘리엇은 쉽게 경기를 이길 수 있었다.,"{'word': '옌센', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '양손 경기', 'start_idx': 4, 'end_idx': 9, 'type': 'EVT'}",인물:참가
149,1011,1976년 초반에 뉴질랜드 럭비 유니언 국가대표팀이 아파르트헤이트 정책을 고수하고 있던 남아프리카 공화국을 방문하여 친선 럭비 경기를 진행하자 아프리카 국가들이 뉴질랜드에 대한 제재 조치를 취할 것을 요구하였지만 국제 올림픽 위원회(IOC)는 뉴질랜드의 올림픽 참가를 허용하였다.,"{'word': '뉴질랜드 럭비 유니언 국가대표팀', 'start_idx': 10, 'end_idx': 27, 'type': 'ORG'}","{'word': '친선 럭비 경기', 'start_idx': 65, 'end_idx': 73, 'type': 'EVT'}",단체:참가
150,159,"사마란치가 무의식적으로 하는 게 있는데 하계 올림픽이 끝날 때마다 매번 ""최고의 올림픽""(""The Best Ever"" Games.)라고 연설 중에 말을 붙이는 것이다.","{'word': '사마란치', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '하계 올림픽', 'start_idx': 22, 'end_idx': 28, 'type': 'EVT'}",관계_없음
151,362,캠펄린은 1984년 로스앤젤레스 올림픽에 400m 자유형 계주 팀의 일원으로 참가하여 세계 기록과 함께 금메달을 땄다.,"{'word': '캠펄린', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '1984년 로스앤젤레스 올림픽', 'start_idx': 5, 'end_idx': 21, 'type': 'EVT'}",인물:참가
152,797,페인은 이 종목에서 우승을 차지하며 형제가 모두 금메달을 거머쥔 첫 사례가 되기도 했다.,"{'word': '페인', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '우승', 'start_idx': 11, 'end_idx': 13, 'type': 'RST'}",인물:결과
153,888,"입후보 절차에 의하면 개최식과 폐막식이 열릴 트랙 필드 경기장의 수용인원은 10,000명 이상이어야 하며 개최도시는 수영 경기장의 수용인원이 2,500명 이상인 곳을 가지고 있어야 한다.(하계의 경우)","{'word': '개최식', 'start_idx': 12, 'end_idx': 15, 'type': 'EVT'}","{'word': '트랙 필드 경기장', 'start_idx': 25, 'end_idx': 34, 'type': 'LOC'}",관계_없음
154,549,결국 선수들은 연장전을 치르기로 했으나 두 선수 모두 이전 양손 경기보다 더 좋은 성적을 기록하지 못했다.,"{'word': '양손 경기', 'start_idx': 33, 'end_idx': 38, 'type': 'EVT'}","{'word': '연장전', 'start_idx': 8, 'end_idx': 11, 'type': 'EVT'}",관계_없음
155,894,1992년 동계 올림픽은 하계 올림픽과 같은 해에 치러진 마지막 대회였다.,"{'word': '1992년 동계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '하계 올림픽', 'start_idx': 14, 'end_idx': 20, 'type': 'EVT'}",관계_없음
156,1070,"2020년 하계 올림픽 성화 봉성의 슬로건은 ""희망의 빛이 우리의 길을 밝혀준다""이다.","{'word': '2020년 하계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '성화 봉성', 'start_idx': 13, 'end_idx': 18, 'type': 'EVT'}",행사:하위_행사
157,790,"스페인의 테니스 스타 라파엘 나달을 비롯한 스포츠 관계자들이 카탈로니아 주 청사에서 바르셀로나 대성당까지 올림픽기가 덮인 고인의 관을 운구했으며 자크 로게 IOC 위원장은 ""피에르 쿠베르탱 이후 올림픽에 가장 큰 영향을 끼친 위대한 분""이라고 추도했다.","{'word': '라파엘 나달', 'start_idx': 12, 'end_idx': 18, 'type': 'PER'}","{'word': '스페인', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}",인물:소속
158,846,제117차 IOC 총회가 다가오면서 파리는 승리를 낙관하는 분위기였다. 특히 세 번째 도전이라는 것도 영향을 주었다.,"{'word': '제117차 IOC 총회', 'start_idx': 0, 'end_idx': 12, 'type': 'ORG'}","{'word': '파리', 'start_idx': 20, 'end_idx': 22, 'type': 'ORG'}",관계_없음
159,887,1920년 하계 올림픽은 다른 하계 스포츠와 함께 피겨스케이팅과 아이스 하키 경기가 정식 종목으로 치러졌다.,"{'word': '1920년 하계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '아이스 하키', 'start_idx': 36, 'end_idx': 42, 'type': 'SPT'}",행사:하위_행사
160,961,결국 중화민국 선수단의 보이콧으로 중화인민공화국 선수단으로 대신 구성된 '중국' 선수단은 1952년 하계 올림픽부터 불참한 이후 처음으로 올림픽에 참가하게 되었다.,"{'word': '중화인민공화국 선수단', 'start_idx': 19, 'end_idx': 30, 'type': 'ORG'}","{'word': '1952년 하계 올림픽', 'start_idx': 50, 'end_idx': 62, 'type': 'EVT'}",관계_없음
161,996,"칼 루이스는 1984년부터 1996년까지 4차례의 올림픽 대회에서 총 9개의 금메달과 1개의 은메달을 획득했으며, 또한 1983년부터 1993년까지 4차례의 세계 육상 선수권대회에서 8개의 금메달을 비롯해 총 10개의 메달을 획득하였다.","{'word': '칼 루이스', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '금메달', 'start_idx': 43, 'end_idx': 46, 'type': 'RST'}",인물:결과
162,439,"2006년 동계 올림픽에서는 은메달 2개와 동메달 1개를 따 금메달을 따지 못했으나, 2009년 대한민국 평창에서 열린 세계 선수권 대회에서 금메달 4개를 땄다.","{'word': '세계 선수권 대회', 'start_idx': 67, 'end_idx': 76, 'type': 'EVT'}","{'word': '2009년', 'start_idx': 48, 'end_idx': 53, 'type': 'DAT'}",행사:일시
163,553,개최국인 유고슬라비아는 알파인스키 선수 유레 프란코가 대회전 종목에서 은메달을 차지하면서 동계올림픽 첫 메달 획득이라는 쾌거를 이뤘다.,"{'word': '유레 프란코', 'start_idx': 22, 'end_idx': 28, 'type': 'PER'}","{'word': '은메달', 'start_idx': 39, 'end_idx': 42, 'type': 'RST'}",인물:결과
164,493,라티니나는 1962년 세계 선수권 개인 종합전에서 체코슬로바키아의 베라 차슬라프스카를 꺾고 우승하였다.,"{'word': '라티니나', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '우승', 'start_idx': 51, 'end_idx': 53, 'type': 'RST'}",인물:결과
165,559,"스페인의 테니스 스타 라파엘 나달을 비롯한 스포츠 관계자들이 카탈로니아 주 청사에서 바르셀로나 대성당까지 올림픽기가 덮인 고인의 관을 운구했으며 자크 로게 IOC 위원장은 ""피에르 쿠베르탱 이후 올림픽에 가장 큰 영향을 끼친 위대한 분""이라고 추도했다.","{'word': '라파엘 나달', 'start_idx': 12, 'end_idx': 18, 'type': 'PER'}","{'word': '바르셀로나 대성당', 'start_idx': 47, 'end_idx': 56, 'type': 'LOC'}",관계_없음
166,814,"고대 올림픽의 특징은 지금의 개막식, 폐막식이라 할 수 있는 제우스 신에 대한 기념제, 감사제를 올린 뒤에 5개의 종목을 3일에 걸쳐서 실시된다. 개최 기간은 제우스 신에 대한 기념제, 감사제를 포함한 5일 간이다.","{'word': '고대 올림픽', 'start_idx': 0, 'end_idx': 6, 'type': 'EVT'}","{'word': '감사제', 'start_idx': 49, 'end_idx': 52, 'type': 'EVT'}",행사:하위_행사
167,4,브라질에서는 2014년 FIFA 월드컵에 이어 2회 연속으로 열리는 대규모 스포츠 대회가 되었다.,"{'word': '2014년 FIFA 월드컵', 'start_idx': 7, 'end_idx': 21, 'type': 'EVT'}","{'word': '브라질', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}",행사:장소
168,489,"지금까지 개최된 하계 패럴림픽의 13회 대회 중 미국이 1964년, 1968년, 1976년, 1980년, 1984년, 1988년, 1992년, 1996년에서 총 8회 종합 1위를 차지하며 가장 많이 1위를 차지한 국가이며 중국이 2004년, 2008년, 2012년에서 종합 1위를 3번 차지하며 그 다음 횟수로 1위를 차지한 기록이 있다.","{'word': '미국', 'start_idx': 27, 'end_idx': 29, 'type': 'ORG'}","{'word': '총 8회 종합 1위', 'start_idx': 88, 'end_idx': 98, 'type': 'RST'}",단체:결과
169,838,특히 스피드스케이팅 종목의 네 경기에 출전하여 세 개의 금메달을 딴 히알마르 안데르센 선수의 공이 대단했다.,"{'word': '히알마르 안데르센', 'start_idx': 38, 'end_idx': 47, 'type': 'PER'}","{'word': '금메달', 'start_idx': 31, 'end_idx': 34, 'type': 'RST'}",인물:결과
170,836,밴쿠버 동계올림픽은 러시아 선수단이 부진했던 것으로도 화제를 모았다.,"{'word': '러시아 선수단', 'start_idx': 11, 'end_idx': 18, 'type': 'ORG'}","{'word': '밴쿠버 동계올림픽', 'start_idx': 0, 'end_idx': 9, 'type': 'EVT'}",단체:참가
171,596,멕시코시티 올림픽에서 실망한 스피츠는 인디애나 대학교에 입학하여 전설적 코치 닥 카운실맨(올림픽에서 스피츠의 코치이기도 함)과 함께 훈련하였다.,"{'word': '닥 카운실맨', 'start_idx': 43, 'end_idx': 49, 'type': 'PER'}","{'word': '멕시코시티 올림픽', 'start_idx': 0, 'end_idx': 9, 'type': 'EVT'}",관계_없음
172,139,모스크바 대회에서 대한민국 국적 최초의 금메달리스트(레슬링 양정모)가 탄생하였고 또한 대한민국 국적 최초의 여성 메달리스트(여자 배구 대표팀)가 탄생했다.,"{'word': '양정모', 'start_idx': 33, 'end_idx': 36, 'type': 'PER'}","{'word': '금메달리스트', 'start_idx': 22, 'end_idx': 28, 'type': 'RST'}",인물:결과
173,760,또한 샤모니에서 개최된 대회는 제1회 동계 올림픽으로 기록되었다.,"{'word': '제1회 동계 올림픽', 'start_idx': 17, 'end_idx': 27, 'type': 'EVT'}","{'word': '샤모니', 'start_idx': 3, 'end_idx': 6, 'type': 'LOC'}",행사:장소
174,511,100km 경기에서는 플라멩이 우승을 했으며 넘어진 후에는 기술적인 문제를 수리하기 위해서 그리스 선수인 요르요스 콜레티스를 기다렸다.,"{'word': '플라멩', 'start_idx': 12, 'end_idx': 15, 'type': 'PER'}","{'word': '100km 경기', 'start_idx': 0, 'end_idx': 8, 'type': 'EVT'}",인물:참가
175,27,"그러나 대회 개막에 앞서 조지아의 루지 선수 노다르 쿠마리타슈빌리가 휘슬러 슬라이딩 센터에서 연습 훈련을 하던 중 사망하는 사고가 벌어지면서, 해당 트랙의 구조를 안전하게 교체하는 작업이 이뤄지기도 했다.","{'word': '노다르 쿠마리타슈빌리', 'start_idx': 25, 'end_idx': 36, 'type': 'PER'}","{'word': '휘슬러 슬라이딩 센터', 'start_idx': 38, 'end_idx': 49, 'type': 'LOC'}",관계_없음
176,880,차기 2000년 시드니 올림픽에서는 중국 행정구 자격으로 참가한다.,"{'word': '중국 행정구', 'start_idx': 20, 'end_idx': 26, 'type': 'ORG'}","{'word': '2000년 시드니 올림픽', 'start_idx': 3, 'end_idx': 16, 'type': 'EVT'}",단체:참가
177,126,플뢰레 개인전 경기의 우승은 같은 프랑스 선수인 앙리 칼로를 꺾은 외젠 앙리 그라벨로트가 거머쥐었다.,"{'word': '외젠 앙리 그라벨로트', 'start_idx': 37, 'end_idx': 48, 'type': 'PER'}","{'word': '플뢰레 개인전 경기', 'start_idx': 0, 'end_idx': 10, 'type': 'EVT'}",인물:참가
178,628,"이집트, 이라크는 영국, 프랑스의 제2차 중동 전쟁 개입으로 인해, 스페인, 네덜란드, 스위스 대회 직전에 일어난 소련의 1956년 헝가리 혁명 개입에 대한 항의로 본 대회에 불참하였다. (단, 이라크를 제외한 나머지 네 나라는 미리 개최한 승마 대회에는 참가하였으므로, 공식적으로는 1956년 하계 올림픽 참가국으로 남아 있다.) 이밖에도 중화인민공화국(중국)은 중화민국(타이완)이 포르모사(Formosa)라는 이름으로 참가한 것에 항의하여 불참하였다.","{'word': '이라크', 'start_idx': 5, 'end_idx': 8, 'type': 'ORG'}","{'word': '1956년 하계 올림픽', 'start_idx': 159, 'end_idx': 171, 'type': 'EVT'}",관계_없음
179,1082,"2018년 12월, 일본 정부는 도쿄 올림픽 및 패럴림픽 개최지 상공에서 허가 없이 드론 비행을 하는 행위를 금지하였다. 이 조치는 일본에서 열린 2019년 럭비 월드컵에서도 비슷하게 이뤄졌다.","{'word': '일본 정부', 'start_idx': 14, 'end_idx': 19, 'type': 'ORG'}","{'word': '2018년 12월', 'start_idx': 3, 'end_idx': 12, 'type': 'DAT'}",관계_없음
180,425,이 대회에서 루마니아의 나디아 코마네치와 넬리 킴은 체조에서 사상 처음 10점 만점을 기록한다.,"{'word': '넬리 킴', 'start_idx': 23, 'end_idx': 27, 'type': 'PER'}","{'word': '루마니아', 'start_idx': 7, 'end_idx': 11, 'type': 'ORG'}",인물:소속
181,1047,한편 2010년부터 청소년 올림픽 대회가 신설되자 이 대회를 위한 올림픽기도 새로 제작되었다. 일반적인 올림픽기와 흡사한 모양이지만 깃발에 개최지와 연도가 새겨져 있다.,"{'word': '청소년 올림픽 대회', 'start_idx': 11, 'end_idx': 21, 'type': 'EVT'}","{'word': '2010년', 'start_idx': 3, 'end_idx': 8, 'type': 'DAT'}",관계_없음
182,392,펠프스는 미국 볼티모어에서 경찰인 아버지와 중학교 교장인 어머니 사이에 1남 2녀 중 막내로 태어났다. 일곱살이었던년1 주의력결핍 과다행동장애(ADHD)를 치료하기 위해 수영을 시작했다. 처음에는 물에 얼굴을 담그지 못해 배영부터 배웠다. 북볼티모어 수영 클럽의 밥 보먼 코치와 11세 때 만나 그의 지도 아래 수영을 본격적으로 배우기 시작했다.,"{'word': '펠프스', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '미국 볼티모어', 'start_idx': 5, 'end_idx': 12, 'type': 'LOC'}",관계_없음
183,727,"이집트, 아이슬란드, 일본, 포르투갈, 세르비아 5개국이 처음으로 하계 올림픽에 참가했다.","{'word': '이집트', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '하계 올림픽', 'start_idx': 37, 'end_idx': 43, 'type': 'EVT'}",단체:참가
184,241,마크는 1988년 캘리포니아 대학교 버클리에서 산업적 사회의 정치경제학에서 문학사 학위를 받고 졸업하였다.,"{'word': '마크', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1988년', 'start_idx': 4, 'end_idx': 9, 'type': 'DAT'}",관계_없음
185,669,한국인 중에서는 송순천이 최초로 은메달을 획득했다.,"{'word': '송순천', 'start_idx': 9, 'end_idx': 12, 'type': 'PER'}","{'word': '은메달', 'start_idx': 18, 'end_idx': 21, 'type': 'RST'}",인물:결과
186,794,"또 사마란치가 IOC 위원장이었을 때 사마란치는 ""각하""(Excellency)이라는 단어를 직함에 넣을 것을 고집했다.","{'word': '사마란치', 'start_idx': 2, 'end_idx': 6, 'type': 'PER'}","{'word': 'IOC', 'start_idx': 8, 'end_idx': 11, 'type': 'ORG'}",인물:소속
187,773,"3월 20일부터 2단계 봉송이 시작되어 ""희망의 빛""이라는 이름이 붙여진 성화가 2011년 당시 도호쿠 지방 태평양 해역 지진(동일본 대진재)으로 큰 피해를 입은 일본 도호쿠 지방의 미야기현, 이와테현, 후쿠시마현 3개 현을 일주하기 시작했다.","{'word': '2단계 봉송', 'start_idx': 9, 'end_idx': 15, 'type': 'EVT'}","{'word': '3월 20일', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",행사:일시
188,23,"이는 플라비오 피스타나가 사적인 이유로 최고 홍보 책임자 직을 내려놓은지 5개월 만의 일이었다. 하지만, 피스타나는 2012년 하계 패럴림픽이 끝나갈 무렵 다시 돌아왔다.","{'word': '플라비오 피스타나', 'start_idx': 3, 'end_idx': 12, 'type': 'PER'}","{'word': '2012년 하계 패럴림픽', 'start_idx': 65, 'end_idx': 78, 'type': 'EVT'}",관계_없음
189,989,1952년 하계 올림픽은 1952년 7월 19일부터 8월 3일까지 핀란드 헬싱키에서 개최된 제15회 하계 올림픽이다.,"{'word': '1952년 하계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}","{'word': '핀란드 헬싱키', 'start_idx': 37, 'end_idx': 44, 'type': 'LOC'}",행사:장소
190,605,"아루바, 아메리칸사모아, 브루나이, 쿡 제도, 괌, 몰디브, 세인트빈센트 그레나딘, 남예멘, 바누아투 9개국이 처음으로 하계 올림픽에 참가했다.","{'word': '몰디브', 'start_idx': 29, 'end_idx': 32, 'type': 'ORG'}","{'word': '바누아투', 'start_idx': 52, 'end_idx': 56, 'type': 'ORG'}",관계_없음
191,15,특히 멀리뛰기에서는 미국의 밥 비먼이 8.90 m로 세계 신기록을 세웠고 이 기록은 23년 동안 깨지지 않았다.,"{'word': '밥 비먼', 'start_idx': 15, 'end_idx': 19, 'type': 'PER'}","{'word': '멀리뛰기', 'start_idx': 3, 'end_idx': 7, 'type': 'EVT'}",인물:참가
192,166,"1993년 세계 주니어 바이애슬론 선수권 대회에어 우승하였고, 1994년 동계 올림픽에서는 중위권에 머물렀으나, 이후 성인 무대에서 여러 차례 우승하며 세계적인 바이애슬론 선수가 되었다.","{'word': '1993년 세계 주니어 바이애슬론 선수권 대회', 'start_idx': 0, 'end_idx': 25, 'type': 'EVT'}","{'word': '우승', 'start_idx': 28, 'end_idx': 30, 'type': 'RST'}",관계_없음
193,709,어떤 자료에서는 칠레와 불가리아를 제외해서 12개국에서 참가했다고 하며 또 다른 자료에서는 두 국가를 포함시키되 이탈리아를 빼서 13개국에서 참가했다고 한다.,"{'word': '불가리아', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '이탈리아', 'start_idx': 63, 'end_idx': 67, 'type': 'ORG'}",관계_없음
194,899,"1992년 하계 올림픽에서는 총 169개국이 참가했다. 아프가니스탄, 브루나이, 라이베리아, 소말리아는 참가하지 않았다.","{'word': '아프가니스탄', 'start_idx': 31, 'end_idx': 37, 'type': 'ORG'}","{'word': '1992년 하계 올림픽', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}",관계_없음
195,881,비르기트 프린츠는 독일 대표팀에서 뛰는 동안 214경기에 출전했고 128득점을 기록했다.,"{'word': '비르기트 프린츠', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '독일 대표팀', 'start_idx': 10, 'end_idx': 16, 'type': 'ORG'}",인물:소속
196,212,"새롭게 디자인된 앞면에는 날개 달린 승리의 여신 니케가 월계관을 건네는 모습이 묘사되어 있으며, 최초의 근대 올림픽이 개최된 파나티나이코 경기장을 배경으로 하고 있다.","{'word': '최초의 근대 올림픽', 'start_idx': 54, 'end_idx': 64, 'type': 'EVT'}","{'word': '파나티나이코 경기장', 'start_idx': 70, 'end_idx': 80, 'type': 'LOC'}",행사:장소
197,88,"2000년 시드니 대회는 오스트레일리아 원주민 출신이며, 성화 점화자였던 캐시 프리먼이 400m에서 우승하여 백인과 원주민의 유대를 돈독히 하는 계기가 되었고, 뱀장어란 별명을 가지게 된 적도기니의 수영선수 에릭 무삼바니는 수영에서 이른바 개헤엄을 쳐 올림픽의 아마추어 정신을 돌아보는 계기가 된 경기였다.","{'word': '캐시 프리먼', 'start_idx': 41, 'end_idx': 47, 'type': 'PER'}","{'word': '2000년 시드니 대회', 'start_idx': 0, 'end_idx': 12, 'type': 'EVT'}",인물:참가
198,286,"1952년 헬싱키 올림픽에서 성화 봉송 주자로 활약하였으며, 1973년 10월 2일 헬싱키에서 사망하였다.","{'word': '1952년 헬싱키 올림픽', 'start_idx': 0, 'end_idx': 13, 'type': 'EVT'}","{'word': '1973년 10월 02일', 'start_idx': 34, 'end_idx': 46, 'type': 'DAT'}",관계_없음
199,1029,비온디는 1988년 서울 올림픽에서 여런 선수들의 가장 주목말 한 패자로 연루되었다. 100m 접영 결승전에서 완료벽에 접근하면서 손발 놀리기 사이에 잡혀 활주를 선택하여 수리남의 안토니 네스티에게 1초의 100분 1에 의하여 패하였다.,"{'word': '비온디', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '1988년 서울 올림픽', 'start_idx': 5, 'end_idx': 17, 'type': 'EVT'}",인물:참가
200,416,"또한 경기장의 곡선주로가 매우 촘촘해서 달리기 경기에서 좋은 기록을 내기란 겉보기에는 불가능해보였는데, 미국의 톰 버크는 100m와 400m에서 각각 12.0초와 54.2초의 기록을 세우며 2관왕을 차지했다.","{'word': '톰 버크', 'start_idx': 62, 'end_idx': 66, 'type': 'PER'}","{'word': '달리기 경기', 'start_idx': 22, 'end_idx': 28, 'type': 'EVT'}",인물:참가
201,167,이집트도 디오니시오스 카스다글리스 때문에 참가국 명단에 가끔 포함되기도 한다.,"{'word': '디오니시오스 카스다글리스', 'start_idx': 5, 'end_idx': 18, 'type': 'PER'}","{'word': '이집트', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}",관계_없음
202,959,2021년 7월 2일에는 도쿄 올림픽 조직위원장인 하시모토 세이코가 일본 국내의 감염자수 증가로 대회를 관중 완전 입장 금지로 전환할 가능성이 높다고 경고했다.,"{'word': '하시모토 세이코', 'start_idx': 28, 'end_idx': 36, 'type': 'PER'}","{'word': '2021년 7월 2일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",관계_없음
203,600,라티니나는 1953년 고등학교를 졸업하고 키예프로 이주하여 레닌 기술 연구소에서 수학하면서 지속적으로 훈련하였다. 거기서 라티니나는 부레베스트니크 임의 기부주의 스포츠 사회에서 훈련을 받았다.,"{'word': '라티니나', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '1953년', 'start_idx': 6, 'end_idx': 11, 'type': 'DAT'}",관계_없음
204,1060,조직위원회 위원장인 콘스탄티노스 황태자의 연설이 끝난 후에 그의 아버지인 요르요스 1세가 제1회 근대 올림픽의 개최를 선언했다.,"{'word': '콘스탄티노스 황태자', 'start_idx': 11, 'end_idx': 21, 'type': 'PER'}","{'word': '조직위원회', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}",인물:소속
205,431,이 대회에서 손기정 선수가 마라톤에서 금메달을 남승룡선수가 동메달을 목에 걸었다.,"{'word': '남승룡', 'start_idx': 26, 'end_idx': 29, 'type': 'PER'}","{'word': '동메달', 'start_idx': 33, 'end_idx': 36, 'type': 'RST'}",인물:결과
